hex,reg_number,flag,lat,lng,alt,dir,speed,flight_number,flight_icao,flight_iata,dep_icao,dep_iata,arr_icao,arr_iata,airline_icao,airline_iata,aircraft_icao,updated,status
896409,A6-BLD,AE,17.43697,76.529389,9903,116,963,276,ETD276,EY276,OMAA,AUH,VOHS,HYD,ETD,EY,B789,1706705149,en-route
896411,A6-AOE,AE,33.937851,57.560239,10954,193,803,206,ABY206,G9206,OIMM,MHD,OMSJ,SHJ,ABY,G9,A320,1706705146,en-route
896459,A6-EUD,AE,43.638242,27.085796,11602,300,883,31,UAE31,EK31,OMDB,DXB,EGLL,LHR,UAE,EK,A388,1706705146,en-route
896462,A6-APG,AE,28.97174,48.71866,10383,326,0,17,ETD17,EY17,OMAA,AUH,EGLL,LHR,ETD,EY,A388,1706705146,en-route
896463,A6-APH,AE,47.367324,18.389685,12212,299,833,25,ETD25,EY25,OMAA,AUH,EGLL,LHR,ETD,EY,A388,1706705149,en-route
896468,A6-FGA,AE,25.248988,55.378833,-15,301.5,184,647,FDB647,FZ647,OMDB,DXB,HAAB,ADD,FDB,FZ,B738,1706705158,en-route
896470,A6-AOM,AE,25.33969,55.502606,201,303.6,316,401,ABY401,G9401,OMSJ,SHJ,VABB,BOM,ABY,G9,A320,1706705158,en-route
896471,A6-EUG,AE,-14.347619,33.626413,0,208,888,763,UAE763,EK763,OMDB,DXB,FAOR,JNB,UAE,EK,A388,1706705148,en-route
896485,A6-AON,AE,22.758876,87.142198,10078,94,1037,520,ABY520,G9520,OMSJ,SHJ,VGEG,CGP,ABY,G9,A320,1706705147,en-route
896486,A6-AOO,AE,29.196564,52.717272,11061,162.8,858,202,ABY202,G9202,OIIE,IKA,OMSJ,SHJ,ABY,G9,A320,1706705158,en-route
896489,A6-BLI,AE,31.77646,56.60509,0,7,0,69,ETD69,EY69,OMAA,AUH,ULLI,LED,ETD,EY,B789,1706705104,en-route
896513,A6-FMF,AE,21.932529,43.920056,11602,215,666,801,FDB801,FZ801,OMDB,DXB,OEGN,GIZ,FDB,FZ,B38M,1706705147,en-route
896516,A6-FNC,AE,34.88461,44.53779,8074,342,0,203,FDB203,FZ203,OMDB,DXB,ORER,EBL,FDB,FZ,B39M,1706705143,en-route
896530,A6-FMJ,AE,44.104576,27.087801,10688,133,796,1788,FDB1788,FZ1788,EPKK,KRK,OMDB,DXB,FDB,FZ,B38M,1706705146,en-route
896535,A6-BLX,AE,45.995,0.70842,10992,269,0,101,ETD101,EY101,OMAA,AUH,KJFK,JFK,ETD,EY,B789,1706705145,en-route
896537,A6-BLZ,AE,33.58349,30.43058,11899,113,0,64,ETD64,EY64,LPPT,LIS,OMAA,AUH,ETD,EY,B789,1706705147,en-route
896558,A6-ATB,AE,19.998757,68.338275,0,114,1000,802,ABY802,G9802,OMSJ,SHJ,WMKK,KUL,ABY,G9,A21N,1706705144,en-route
896585,A6-AUA,AE,22.29584,58.76532,0,298,0,182,ADY182,3L182,VOCL,CCJ,OMAA,AUH,ADY,3L,A320,1706705147,en-route
896597,A6-XWB,AE,45.9911,-84.63599,11602,184,0,871,ETD871,EY871,RJAA,NRT,OMAA,AUH,ETD,EY,A35K,1706705146,en-route
896603,A6-FKM,AE,34.15513,50.740643,11907,161,851,714,FDB714,FZ714,UGTB,TBS,OMDB,DXB,FDB,FZ,B38M,1706705147,en-route
896604,A6-FKN,AE,32.478724,70.030927,0,203,805,308,FDB308,FZ308,OAKB,KBL,OMDB,DXB,FDB,FZ,B38M,1706705145,en-route
896633,A6-AUK,AE,17.27023,71.60766,0,129,0,125,ADY125,3L125,OMAA,AUH,VOCI,COK,ADY,3L,A320,1706705147,en-route
896641,A6-WAE,AE,29.94533,56.33718,0,6,0,7157,WAZ7157,5W7157,OMAA,AUH,UCFM,FRU,WAZ,5W,A321,1706705146,en-route
899013,B-18903,TW,41.31893,46.58952,0,280,0,81,CAL81,CI81,RCTP,TPE,EGLL,LHR,CAL,CI,A359,1706705119,en-route
899032,B-16729,TW,25.891317,122.882335,7525,53,981,56,EVA56,BR56,RCTP,TPE,KORD,ORD,EVA,BR,B77W,1706705147,en-route
899036,B-16731,TW,20.968832,117.103585,11297,62,1037,68,EVA68,BR68,EGLL,LHR,VTBS,BKK,EVA,BR,B77W,1706705146,en-route
899042,B-18661,TW,33.481547,127.219485,9164,210,675,187,CAL187,CI187,RKPK,PUS,RCTP,TPE,CAL,CI,B738,1706705149,en-route
899045,B-18662,TW,15.30321,105.71099,0,71,0,840,CAL840,CI840,VTBS,BKK,RCKH,KHH,CAL,CI,B738,1706705148,en-route
899052,B-16210,TW,24.486748,120.642447,4345,45,736,8836,UIA8836,B78836,RCBS,KNH,RCSS,TSA,UIA,B7,A321,1706705158,en-route
899080,B-16737,TW,26.169854,126.744721,9468,88,1079,18,EVA18,BR18,RCTP,TPE,KSFO,SFO,EVA,BR,B77W,1706705148,en-route
899123,B-16782,TW,28.98938,126.62551,0,231,0,641,EVA641,BR641,KORD,ORD,RCTP,TPE,EVA,BR,B77L,1706705148,en-route
899141,B-17006,TW,25.069768,121.549175,18,93.8,142,8626,UIA8626,B78626,RCQC,MZG,RCSS,TSA,UIA,B7,AT76,1706705158,en-route
899149,B-16853,TW,25.074869,121.398412,810,91,324,1280,MDA1280,AE1280,RCBS,KNH,RCSS,TSA,MDA,AE,AT76,1706705158,en-route
7380C9,4X-EDK,IL,32.723607,33.840253,5628,123,629,26,ELY26,LY26,KEWR,EWR,LLBG,TLV,ELY,LY,B789,1706705149,en-route
06A073,A7-BBC,QA,-21.13115,-40.320718,0,247,898,779,QTR779,QR779,OTHH,DOH,SBGR,GRU,QTR,QR,B77L,1706705149,en-route
7380C0,4X-EDA,IL,40.033875,-118.609588,11907,195,870,5,ELY5,LY5,LLBG,TLV,KLAX,LAX,ELY,LY,B789,1706705147,en-route
06A123,A7-ANG,QA,-42.2678,152.7663,12242,80,0,920,QTR920,QR920,OTHH,DOH,NZAA,AKL,QTR,QR,A35K,1706705145,en-route
06A11E,A7-ANB,QA,34.64371,45.00137,0,161,0,738,QTR738,QR738,KSFO,SFO,OTHH,DOH,QTR,QR,A35K,1706705143,en-route
06A07E,A7-BBH,QA,26.34288,43.26463,0,95,0,780,QTR780,QR780,SBGR,GRU,OTHH,DOH,QTR,QR,B77L,1706705145,en-route
8695A4,JA797A,JP,35.945858,141.751262,7800,261,664,111,ANA111,NH111,KORD,ORD,RJTT,HND,ANA,NH,B77W,1706705149,en-route
06A0BA,A7-BCV,QA,27.422665,50.203531,9362,145,981,88,QTR88,QR88,EDDL,DUS,OTHH,DOH,QTR,QR,B788,1706705146,en-route
867F8A,JA732J,JP,59.007184,-7.546295,0,150,926,45,JAL45,JL45,RJTT,HND,LFPG,CDG,JAL,JL,B77W,1706705146,en-route
C023AE,C-FNNH,CA,39.469446,66.765639,0,101,944,42,ACA42,AC42,CYYZ,YYZ,VIDP,DEL,ACA,AC,B77L,1706705146,en-route
A999D2,N718AN,US,39.871197,61.426804,0,91,963,292,AAL292,AA292,KJFK,JFK,VIDP,DEL,AAL,AA,B77W,1706705146,en-route
06A0FC,A7-ALH,QA,-26.172797,28.245645,1640,15,285,1367,QTR1367,QR1367,FAOR,JNB,FALE,DUR,QTR,QR,A359,1706705131,en-route
86E778,JA871A,JP,66.600902,-21.215389,11907,141,963,215,ANA215,NH215,RJTT,HND,LFPG,CDG,ANA,NH,B789,1706705147,en-route
4BB184,TC-LLD,TR,41.655765,43.102579,11602,275,888,51,THY51,TK51,RJAA,NRT,LTFM,IST,THY,TK,B789,1706705147,en-route
71C041,HL8041,KR,50.30349,-95.004815,11297,132,944,93,KAL93,KE93,RKSI,ICN,KIAD,IAD,KAL,KE,B77W,1706705146,en-route
71C210,HL8210,KR,43.72875,-104.65472,10688,145,0,31,KAL31,KE31,RKSI,ICN,KDFW,DFW,KAL,KE,B77W,1706705149,en-route
86E7BC,JA873A,JP,29.977637,-95.264528,147,270,259,114,ANA114,NH114,RJTT,HND,KIAH,IAH,ANA,NH,B789,1706705147,en-route
8691CC,JA785A,JP,42.606754,-89.74457,7594,106,885,112,ANA112,NH112,RJTT,HND,KORD,ORD,ANA,NH,B77W,1706705148,en-route
71C011,HL8011,KR,50.769732,-102.316464,9468,117,926,37,KAL37,KE37,RKSI,ICN,KORD,ORD,KAL,KE,B77W,1706705146,en-route
AB8C19,N843MH,US,-34.49913,-59.21855,0,134,0,115,DAL115,DL115,KJFK,JFK,SAEZ,EZE,DAL,DL,B764,1706705148,en-route
4BB181,TC-LLA,TR,48.286602,21.587758,11907,141,888,192,THY192,TK192,KDFW,DFW,LTFM,IST,THY,TK,B789,1706705148,en-route
AA253B,N753AN,US,-32.718162,-58.638454,11587,176,796,941,AAL941,AA941,KJFK,JFK,SAEZ,EZE,AAL,AA,B772,1706705147,en-route
3965B3,F-GZNT,FR,41.031639,39.415203,10992,278,935,267,AFR267,AF267,RKSI,ICN,LFPG,CDG,AFR,AF,B77W,1706705145,en-route
E06589,LV-FVI,AR,30.45932,-11.69132,0,38,0,1132,ARG1132,AR1132,SAEZ,EZE,LEMD,MAD,ARG,AR,A332,1706705144,en-route
76CDB5,9V-SMU,SG,38.311176,45.879952,0,295,813,326,SIA326,SQ326,WSSS,SIN,EDDF,FRA,SIA,SQ,A359,1706705145,en-route
E80214,CC-BGA,CL,29.750867,-113.582038,10992,335,759,602,LAN602,LA602,SCEL,SCL,KLAX,LAX,LAN,LA,B789,1706705147,en-route
AD727C,N966AM,MX,29.962984,-111.34825,11907,131,944,57,AMX57,AM57,RJAA,NRT,MMMX,MEX,AMX,AM,B788,1706705146,en-route
406F76,G-ZBKJ,UK,41.51784,44.94182,0,276,0,38,BAW38,BA38,ZBAD,PKX,EGLL,LHR,BAW,BA,B789,1706705149,en-route
76CCE1,9V-SGA,SG,40.99287,38.4826,11907,110,0,23,SIA23,SQ23,KJFK,JFK,WSSS,SIN,SIA,SQ,A359,1706705149,en-route
89618E,A6-EEO,AE,45.86563,-9.64854,0,255,0,201,UAE201,EK201,OMDB,DXB,KJFK,JFK,UAE,EK,A388,1706705147,en-route
06A0F4,A7-ANT,QA,47.178518,21.533193,11907,128,888,782,QTR782,QR782,KMIA,MIA,OTHH,DOH,QTR,QR,A35K,1706705149,en-route
4952A4,CS-TUD,PT,40.959212,-9.347819,3896,50,568,78,TAP78,TP78,SBGL,GIG,LPPR,OPO,TAP,TP,A339,1706705147,en-route
8960FA,A6-EDY,AE,41.72147,33.33258,0,110,0,202,UAE202,EK202,KJFK,JFK,OMDB,DXB,UAE,EK,A388,1706705138,en-route
71C228,HL8228,KR,29.6597,67.34498,0,226,0,951,KAL951,KE951,RKSI,ICN,OMDB,DXB,KAL,KE,A332,1706705145,en-route
151E71,RA-73329,RU,52.63164,45.314314,10985,296,725,3078,RWZ3078,WZ3078,VCRI,HRI,UUBW,ZIA,RWZ,WZ,B772,1706705149,en-route
0C2168,HP-9920CMP,PA,-3.81935,-72.94373,0,333,0,439,CMP439,CM439,SAEZ,EZE,MPTO,PTY,CMP,CM,B39M,1706705146,en-route
ABFDD1,N872AN,US,-33.736826,-61.630711,12516,106,970,931,AAL931,AA931,KMIA,MIA,SAEZ,EZE,AAL,AA,B788,1706705148,en-route
AD6B0E,N964AM,MX,-34.977402,-58.856312,2014,124,463,28,AMX28,AM28,MMMX,MEX,SAEZ,EZE,AMX,AM,B788,1706705146,en-route
4067A3,G-DHLJ,UZ,-35.046862,138.853556,0,110,872,12,USW12,HJ12,UTST,TMJ,UTTT,TAS,USW,HJ,B763,1706705148,en-route
780A37,B-KQE,HK,20.51618,114.75455,0,330,0,100,CPA100,CX100,YSSY,SYD,VHHH,HKG,CPA,CX,B77W,1706705143,en-route
06A0F6,A7-ALB,QA,-18.207217,30.481988,12996,222,870,1371,QTR1371,QR1371,OTHH,DOH,FACT,CPT,QTR,QR,A359,1706705143,en-route
7812BE,B-1356,CN,61.83701,52.54153,0,271,0,811,CXA811,MF811,ZSAM,XMN,EHAM,AMS,CXA,MF,B789,1706705148,en-route
AA6B9D,N77012,US,22.956937,-90.034813,10383,323,888,63,UAL63,UA63,SBGR,GRU,KIAH,IAH,UAL,UA,B772,1706705145,en-route
15203A,RA-73786,RU,55.286797,57.507534,11602,276,855,213,AFL213,SU213,VHHH,HKG,UUEE,SVO,AFL,SU,A333,1706705146,en-route
06A072,A7-BAH,QA,-2.61044,9.34764,0,242,0,773,QTR773,QR773,OTHH,DOH,SBGR,GRU,QTR,QR,B77W,1706705137,en-route
471F64,HA-LXC,HU,51.051817,18.224419,11297,64,851,1472,WZZ1472,W61472,LEMD,MAD,EPWA,WAW,WZZ,W6,A321,1706705148,en-route
060035,3B-NBU,MU,-20.43516,57.68977,0,291,0,441,MAU441,MK441,YPPH,PER,FIMP,MRU,MAU,MK,A339,1706705120,en-route
89617A,A6-EGB,AE,44.08036,18.06192,0,132,0,209,UAE209,EK209,LGAV,ATH,KEWR,EWR,UAE,EK,B77W,1706705146,en-route
89664C,A6ETE,AE,27.123536,47.602478,0,101,1100,86,ETD86,EY86,LIRF,FCO,OMAA,AUH,ETD,EY,B77W,1706705146,en-route
040203,ET-AYM,ET,-0.44988,8.12837,0,60,0,507,ETH507,ET507,SBGR,GRU,HAAB,ADD,ETH,ET,A359,1706705149,en-route
06A129,A7-ANM,QA,40.963187,-4.564791,0,292,848,777,QTR777,QR777,OTHH,DOH,KMIA,MIA,QTR,QR,A35K,1706705147,en-route
151DB8,RA-73144,RU,55.011,82.67198,0,235,0,637,AFL637,SU637,VTSP,HKT,UNNT,OVB,AFL,SU,B77W,1706705074,en-route
06A1BB,A7-BEE,QA,42.58496,-4.84925,10078,279,0,701,QTR701,QR701,OTHH,DOH,KJFK,JFK,QTR,QR,B77W,1706705145,en-route
06A0E4,A7-AME,QA,40.87016,-3.83604,11907,297,0,743,QTR743,QR743,OTHH,DOH,KBOS,BOS,QTR,QR,A359,1706705147,en-route
8962E5,A6-ETG,AE,59.862152,2.917386,10383,310,740,141,ETD141,EY141,OMAA,AUH,CYYZ,YYZ,ETD,EY,B77W,1706705149,en-route
06A19D,A7-BEB,QA,26.444939,48.405071,0,87,1111,42,QTR42,QR42,LFPG,CDG,OTHH,DOH,QTR,QR,B77W,1706705146,en-route
06A062,A7-BAC,QA,49.103151,-7.544017,10383,272,833,763,QTR763,QR763,OTHH,DOH,CYUL,YUL,QTR,QR,B77W,1706705148,en-route
71BF54,HL7754,KR,24.555172,88.339363,11602,295,666,767,AAR767,OZ767,RKSI,ICN,VIDP,DEL,AAR,OZ,A333,1706705148,en-route
4BB0EA,TC-LGJ,TR,64.69409,-51.13114,0,237,0,185,THY185,TK185,LTFM,IST,KORD,ORD,THY,TK,A359,1706705146,en-route
151DB6,RA-73142,RU,41.87597,63.52116,10383,327,0,273,AFL273,SU273,VTBS,BKK,UUEE,SVO,AFL,SU,B77W,1706705149,en-route
06A12E,A7-ANR,QA,39.623123,-0.655649,11297,294,888,707,QTR707,QR707,OTHH,DOH,KIAD,IAD,QTR,QR,A35K,1706705147,en-route
4075F4,G-TUMC,UK,32.587603,-15.853196,11297,207,827,432,TOM432,BY432,EGKK,LGW,GVAC,SID,TOM,BY,B38M,1706705145,en-route
7C1467,VH-EBD,AU,-9.197243,116.154124,4978,307,731,43,QFA43,QF43,YSSY,SYD,WADD,DPS,QFA,QF,A332,1706705147,en-route
8963F1,A6-EOT,AE,50.874765,5.379899,10992,292,781,29,UAE29,EK29,OMDB,DXB,EGLL,LHR,UAE,EK,A388,1706705149,en-route
06A097,A7-AHP,QA,28.491284,49.305122,10086,144,888,190,QTR190,QR190,LOWW,VIE,OTHH,DOH,QTR,QR,A320,1706705149,en-route
88516E,HS-TKN,TH,31.697068,58.844861,9735,321,731,922,THA922,TG922,VTBS,BKK,EDDF,FRA,THA,TG,B77W,1706705148,en-route
71C217,HL8217,KR,-4.588443,107.927331,10649,208,814,627,KAL627,KE627,RKSI,ICN,WIII,CGK,KAL,KE,B77W,1706705147,en-route
88516F,HS-TKO,TH,30.542356,58.75998,9164,311,725,916,THA916,TG916,VTBS,BKK,EGLL,LHR,THA,TG,B77W,1706705148,en-route
E8021D,CC-CXF,CL,24.310021,-108.973064,10985,327,814,2478,LAN2478,LA2478,SPJC,LIM,KLAX,LAX,LAN,LA,B763,1706705149,en-route
89647B,A6-EUQ,AE,-20.176939,57.276233,2006,175,500,703,UAE703,EK703,OMDB,DXB,FIMP,MRU,UAE,EK,A388,1706705147,en-route
4B191A,HB-JNE,CH,29.39781,61.96294,0,273,0,181,SWR181,LX181,VTBS,BKK,LSZH,ZRH,SWR,LX,B77W,1706705146,en-route
39CF12,F-HTYS,FR,23.207186,38.463064,0,337,870,473,AFR473,AF473,FIMP,MRU,LFPG,CDG,AFR,AF,A359,1706705147,en-route
89631A,A6-ENX,AE,4.05633,100.5621,9491,114,0,342,UAE342,EK342,OMDB,DXB,WMKK,KUL,UAE,EK,B77W,1706705147,en-route
70C0C6,A4O-DJ,QA,25.235094,52.255354,3591,272,555,641,QTR641,QR641,VGHS,DAC,OTHH,DOH,QTR,QR,A333,1706705149,en-route
71BD79,HL7579,KR,-0.265066,111.211748,10992,218,888,761,AAR761,OZ761,RKSI,ICN,WIII,CGK,AAR,OZ,A359,1706705148,en-route
7C7AA9,VH-YIJ,AU,-9.01175,115.810573,3576,302,666,65,VOZ65,VA65,YSSY,SYD,WADD,DPS,VOZ,VA,B738,1706705148,en-route
7812BD,B-1357,CN,58.72463,-172.3298,10992,267,0,830,CXA830,MF830,KLAX,LAX,ZSAM,XMN,CXA,MF,B789,1706705146,en-route
7C6DDB,VH-VZH,AU,-8.746939,115.205108,140,268,248,45,QFA45,QF45,YMML,MEL,WADD,DPS,QFA,QF,B738,1706705147,en-route
4076E8,G-XWBA,UK,50.817539,-2.323822,7937,262,814,93,BAW93,BA93,EGLL,LHR,CYYZ,YYZ,BAW,BA,A35K,1706705149,en-route
4CA960,EI-RZA,IT,17.65317,-21.86068,0,214,0,3812,NOS3812,NO3812,GVAC,SID,LIMC,MXP,NOS,NO,B38M,1706705146,en-route
78158C,B-207S,CN,9.10538,98.96899,6108,210,0,7929,CHH7929,HU7929,ZBAA,PEK,VTSP,HKT,CHH,HU,B38M,1706705147,en-route
4005B9,G-VIIA,UK,49.763645,-10.852062,11335,257,796,213,BAW213,BA213,EGLL,LHR,KBOS,BOS,BAW,BA,B772,1706705143,en-route
8965C2,A6-FPC,AE,8.317818,98.386159,5529,126,653,1481,FDB1481,FZ1481,OMDB,DXB,VTSG,KBV,FDB,FZ,B38M,1706705146,en-route
3991E5,F-HEPF,FR,66.16058,25.39078,3690,44,0,1524,AFR1524,AF1524,LFPG,CDG,EFRO,RVN,AFR,AF,A320,1706705080,en-route
8964C0,A6-BLP,AE,38.93876,41.64581,11907,110,0,62,ETD62,EY62,EKCH,CPH,OMAA,AUH,ETD,EY,B789,1706705143,en-route
4CA8DB,EI-ENP,IE,43.007153,-1.514708,11297,207,840,6444,RYR6444,FR6444,EBCI,CRL,LEZL,SVQ,RYR,FR,B738,1706705146,en-route
4D22B7,9H-LMI,IE,45.497354,9.884294,11297,231,777,765,RYR765,FR765,LOWW,VIE,LEZL,SVQ,RYR,FR,A320,1706705149,en-route
06A0B8,A7-BCT,QA,30.787503,47.553594,12509,140,1037,180,QTR180,QR180,ENGM,OSL,OTHH,DOH,QTR,QR,B788,1706705148,en-route
06A0FF,A7-ALK,QA,25.450528,51.787354,3149,210,500,102,QTR102,QR102,LSGG,GVA,OTHH,DOH,QTR,QR,A359,1706705146,en-route
06A10B,A7-ALW,QA,32.799745,46.091134,12516,149,992,32,QTR32,QR32,EGPH,EDI,OTHH,DOH,QTR,QR,A359,1706705148,en-route
06A2EC,A7-BHI,QA,27.738587,49.959856,11213,146,963,162,QTR162,QR162,EKCH,CPH,OTHH,DOH,QTR,QR,B789,1706705149,en-route
3C670A,D-AIXJ,DE,2.809485,10.041674,12212,347,926,575,DLH575,LH575,FACT,CPT,EDDM,MUC,DLH,LH,A359,1706705149,en-route
4ACA8D,SE-RTM,SE,32.298829,-14.523436,0,213,840,2878,NSZ2878,D82878,EFHK,HEL,GCTS,TFS,NSZ,D8,B38M,1706705147,en-route
70C0CD,A4O-SA,OM,21.91866,66.80517,0,293,0,812,OMA812,WY812,VTBS,BKK,OOMS,MCT,OMA,WY,B788,1706705110,en-route
8013AD,VT-IUJ,IN,25.67349,84.83581,0,287,0,1708,IGO1708,6E1708,VHHH,HKG,VIDP,DEL,IGO,6E,A21N,1706705147,en-route
06A098,A7-AHQ,QA,31.160097,47.276001,0,148,920,290,QTR290,QR290,LKPR,PRG,OTHH,DOH,QTR,QR,A320,1706705148,en-route
06A2F2,A7-BHO,QA,25.958568,51.62936,4322,118,759,60,QTR60,QR60,EDDM,MUC,OTHH,DOH,QTR,QR,B789,1706705145,en-route
06A040,A7-AEF,QA,24.14106,58.6373,11541,295,0,643,QTR643,QR643,VGHS,DAC,OTHH,DOH,QTR,QR,A333,1706705145,en-route
8005EC,VT-ANB,IN,51.73705,48.53693,0,274,0,155,AIC155,AI155,VIDP,DEL,EHAM,AMS,AIC,AI,B788,1706705149,en-route
71C017,HL8017,KR,22.407931,106.796895,0,224,611,7,JNA7,LJ7,RKSI,ICN,VTCC,CNX,JNA,LJ,B738,1706705149,en-route
06A2E6,A7-BHC,QA,26.30038,46.14987,11907,91,0,138,QTR138,QR138,LEBL,BCN,OTHH,DOH,QTR,QR,B789,1706705145,en-route
3C6652,D-AIRR,DE,51.170976,17.655483,10063,74,868,1348,DLH1348,LH1348,EDDF,FRA,EPWA,WAW,DLH,LH,A321,1706705149,en-route
8013C3,VT-TSE,IN,39.12016,43.62719,0,294,0,27,VTI27,UK27,VABB,BOM,EDDF,FRA,VTI,UK,B789,1706705146,en-route
8940A1,A9C-FJ,BH,48.457025,15.308567,12212,284,850,3,GFA3,GF3,OBBI,BAH,EGLL,LHR,GFA,GF,B789,1706705149,en-route
151DF6,RA-73206,RU,56.597284,90.253234,6855,108,740,6571,AFL6571,SU6571,ULLI,LED,UNKL,KJA,AFL,SU,A319,1706705148,en-route
89659B,A6-XWE,AE,35.420873,28.922416,11305,127,946,32,ETD32,EY32,LFPG,CDG,OMAA,AUH,ETD,EY,A35K,1706705145,en-route
89409F,A9C-FH,BH,40.0383,37.72492,11297,112,0,4,GFA4,GF4,EGCC,MAN,OBBI,BAH,GFA,GF,B789,1706705140,en-route
7C7AB4,VH-YIU,AU,-33.195742,141.264317,0,137,785,92,VOZ92,VA92,WADD,DPS,YMML,MEL,VOZ,VA,B738,1706705147,en-route
3C6465,D-AICE,DE,28.60327,-17.755094,41,360,244,1446,CFG1446,DE1446,EDDH,HAM,GCLA,SPC,CFG,DE,A320,1706705145,en-route
8964FF,A6-BMD,AE,38.60563,42.84045,11815,111,0,16,ETD16,EY16,EGCC,MAN,OMAA,AUH,ETD,EY,B78X,1706705146,en-route
75006F,9M-XXV,MY,28.39865,130.29103,0,50,0,522,XAX522,D7522,WMKK,KUL,RJTT,HND,XAX,D7,A333,1706705124,en-route
7801CB,B-LAF,HK,-5.648039,106.914214,2257,191,500,719,CPA719,CX719,VHHH,HKG,WIII,CGK,CPA,CX,A333,1706705150,en-route
70C0F6,A4O-SE,OM,10.98572,73.72323,11594,300,0,850,OMA850,WY850,WIII,CGK,OOMS,MCT,OMA,WY,B789,1706705144,en-route
78124A,B-1332,CN,29.939098,104.384858,1153,222,348,9543,CSH9543,FM9543,ZSPD,PVG,ZUTF,TFU,CSH,FM,B738,1706705023,en-route
7809EF,B-5923,CN,20.522724,77.870803,10383,254,740,3917,CSC3917,3U3917,ZUTF,TFU,OMDB,DXB,CSC,3U,A333,1706705141,en-route
4CC56D,TF-PLC,IS,32.663304,-16.461532,10688,184,868,640,FPY640,OG640,BIKF,KEF,GCLP,LPA,FPY,OG,A21N,1706705147,en-route
4CC553,TF-PPB,IS,34.197854,-16.341534,11891,184,833,520,FPY520,OG520,BIKF,KEF,GCFV,FUE,FPY,OG,A20N,1706705147,en-route
80153A,VT-TSQ,IN,34.990424,52.148422,9773,299,722,21,VTI21,UK21,VIDP,DEL,LFPG,CDG,VTI,UK,B789,1706705147,en-route
780E4A,B-6490,CN,28.932471,119.830945,4521,173,533,864,CXA864,MF864,WSSS,SIN,ZSHC,HGH,CXA,MF,B738,1706705144,en-route
4B18B9,HB-JJL,CH,28.029941,-15.34327,467,201,240,200,EDW200,WK200,LSZH,ZRH,GCLP,LPA,EDW,WK,A320,1706705146,en-route
3C0ACA,D-ATCF,DE,28.890747,-13.426653,5414,208,703,1404,CFG1404,DE1404,GCFV,FUE,GCLP,LPA,CFG,DE,A321,1706705147,en-route
76CD70,9V-SKP,SG,22.09802,83.3786,0,311,0,406,SIA406,SQ406,WSSS,SIN,VIDP,DEL,SIA,SQ,A388,1706705137,en-route
89660A,A6-FKT,AE,40.307285,30.790267,8394,275,851,753,FDB753,FZ753,OMDB,DXB,LTFJ,SAW,FDB,FZ,B38M,1706705148,en-route
0C20F6,HP-9910CMP,PA,-3.40237,-68.1818,0,326,0,744,CMP744,CM744,SBGR,GRU,MPTO,PTY,CMP,CM,B39M,1706705146,en-route
40796B,G-TUMM,UK,24.81441,-17.7538,0,212,0,734,TOM734,BY734,EGBB,BHX,GVBA,BVC,TOM,BY,B38M,1706705143,en-route
040032,ET-ANQ,ET,9.46861,6.85822,0,270,0,909,ETH909,ET909,GABS,BKO,GOBD,DSS,ETH,ET,B77L,1706705133,en-route
76B44E,9V-MBN,SG,-4.79471,115.82806,0,297,0,204,SIA204,SQ204,YBCS,CNS,WSSS,SIN,SIA,SQ,B38M,1706705145,en-route
86EF4A,JA896A,JP,14.608712,122.243385,11899,221,851,815,ANA815,NH815,RJAA,NRT,WMKK,KUL,ANA,NH,B789,1706705146,en-route
89912B,B-17813,TW,27.183026,122.903048,0,195,755,771,EVA771,BR771,ZSSS,SHA,RCSS,TSA,EVA,BR,B78X,1706705147,en-route
8963CE,A6-BLA,AE,33.279683,31.130135,11907,129,1000,612,ETD612,EY612,GMMN,CMN,OMAA,AUH,ETD,EY,B789,1706705148,en-route
781A4E,B-320R,CN,31.549217,104.828581,4985,144,735,8976,CDC8976,GJ8976,UTTT,TAS,ZUTF,TFU,CDC,GJ,A20N,1706705025,en-route
49D414,OK-SWH,CZ,34.927429,47.792597,11297,147,907,1200,TVS1200,QS1200,LKPR,PRG,OMDB,DXB,TVS,QS,B38M,1706705103,en-route
4BAA55,TC-JRU,TR,53.355978,-2.279546,0,48,29,1991,THY1991,TK1991,LTFM,IST,EGCC,MAN,THY,TK,A321,1706705146,en-route
8003B2,VT-AXN,IN,12.28006,74.83453,4193,116,0,716,AXB716,IX716,OMAA,AUH,VOKN,CNN,AXB,IX,B738,1706705144,en-route
800C07,VT-EXH,IN,7.13983,99.06712,10688,139,0,382,AIC382,AI382,VIDP,DEL,WSSS,SIN,AIC,AI,A20N,1706705147,en-route
781BA9,B-324A,CN,37.532285,112.567687,3903,323,618,5567,CES5567,MU5567,ZSNB,NGB,ZBYN,TYN,CES,MU,A20N,1706705022,en-route
4D248E,9H-WDH,HU,41.201515,3.112115,3835,273,618,6417,WZZ6417,W66417,UGKO,KUT,LEBL,BCN,WZZ,W6,A21N,1706705147,en-route
781B39,B-322M,CN,22.935512,100.975222,5849,183,625,5829,CBJ5829,JD5829,ZSPD,PVG,ZPJH,JHG,CBJ,JD,A20N,1706705024,en-route
0C203A,HP-1534CMP,PA,17.08197,-92.51518,0,132,0,253,CMP253,CM253,KLAS,LAS,MPTO,PTY,CMP,CM,B738,1706705147,en-route
75021C,9M-MXR,MY,3.41219,100.269933,9263,116,848,175,MAS175,MH175,VABB,BOM,WMKK,KUL,MAS,MH,B738,1706705145,en-route
